Time (ms),Name,Value
"1487543315604","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.113178627828"
"1487543315604","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.113178627828"
"1487543315604","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.35847785325"
"1487543315604","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.35847785325"
"1487543315702","/SmartDashboard/DriveTrain/Left Encoder Raw","-1157.0"
"1487543315702","/SmartDashboard/DriveTrain/Left Encoder Raw","-1157.0"
"1487543315703","/SmartDashboard/DriveTrain/Left Encoder Count","-289.0"
"1487543315703","/SmartDashboard/DriveTrain/Left Encoder Count","-289.0"
"1487543315704","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.149442247463"
"1487543315704","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.149442247463"
"1487543315704","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.352890421575"
"1487543315704","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.352890421575"
"1487543315704","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.149442247463"
"1487543315704","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.149442247463"
"1487543315704","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.352890421575"
"1487543315704","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.352890421575"
"1487543315803","/SmartDashboard/DriveTrain/Left Encoder Raw","-1439.0"
"1487543315803","/SmartDashboard/DriveTrain/Left Encoder Raw","-1439.0"
"1487543315803","/SmartDashboard/DriveTrain/Left Encoder Count","-359.0"
"1487543315804","/SmartDashboard/DriveTrain/Left Encoder Count","-359.0"
"1487543315804","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.185834919125"
"1487543315804","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.185834919125"
"1487543315804","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360203829935"
"1487543315804","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360203829935"
"1487543315804","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.185834919125"
"1487543315804","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.185834919125"
"1487543315804","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360203829935"
"1487543315804","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360203829935"
"1487543315903","/SmartDashboard/DriveTrain/Left Encoder Raw","-1719.0"
"1487543315903","/SmartDashboard/DriveTrain/Left Encoder Raw","-1719.0"
"1487543315904","/SmartDashboard/DriveTrain/Left Encoder Count","-429.0"
"1487543315904","/SmartDashboard/DriveTrain/Left Encoder Count","-429.0"
"1487543315904","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.221840434705"
"1487543315904","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.221840434705"
"1487543315904","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361022560884"
"1487543315905","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361022560884"
"1487543315905","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.221969486732"
"1487543315905","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.221969486732"
"1487543315905","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360556058308"
"1487543315905","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360556058308"
"1487543316003","/SmartDashboard/DriveTrain/Left Encoder Raw","-1999.0"
"1487543316003","/SmartDashboard/DriveTrain/Left Encoder Raw","-1999.0"
"1487543316004","/SmartDashboard/DriveTrain/Left Encoder Count","-499.0"
"1487543316004","/SmartDashboard/DriveTrain/Left Encoder Count","-499.0"
"1487543316004","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.257975002313"
"1487543316004","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.257975002313"
"1487543316004","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360883744882"
"1487543316005","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360883744882"
"1487543316005","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.257975002313"
"1487543316005","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.257975002313"
"1487543316005","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360883744882"
"1487543316005","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360883744882"
"1487543316103","/SmartDashboard/DriveTrain/Left Encoder Raw","-2225.0"
"1487543316103","/SmartDashboard/DriveTrain/Left Encoder Raw","-2225.0"
"1487543316104","/SmartDashboard/DriveTrain/Left Encoder Count","-556.0"
"1487543316104","/SmartDashboard/DriveTrain/Left Encoder Count","-556.0"
"1487543316104","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.287140760453"
"1487543316104","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.287140760453"
"1487543316105","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.362543883611"
"1487543316105","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.362543883611"
"1487543316105","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.287140760453"
"1487543316105","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.287140760453"
"1487543316105","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.362543883611"
"1487543316105","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.362543883611"
"1487543316202","/SmartDashboard/DriveTrain/Left Encoder Raw","-2564.0"
"1487543316202","/SmartDashboard/DriveTrain/Left Encoder Raw","-2564.0"
"1487543316202","/SmartDashboard/DriveTrain/Left Encoder Count","-641.0"
"1487543316202","/SmartDashboard/DriveTrain/Left Encoder Count","-641.0"
"1487543316202","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.331018449691"
"1487543316202","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.331018449691"
"1487543316203","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361870388138"
"1487543316203","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361870388138"
"1487543316203","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.331018449691"
"1487543316203","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.331018449691"
"1487543316203","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361870388138"
"1487543316203","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361870388138"
"1487543316303","/SmartDashboard/DriveTrain/Left Encoder Raw","-2849.0"
"1487543316303","/SmartDashboard/DriveTrain/Left Encoder Raw","-2849.0"
"1487543316304","/SmartDashboard/DriveTrain/Left Encoder Count","-712.0"
"1487543316304","/SmartDashboard/DriveTrain/Left Encoder Count","-712.0"
"1487543316304","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.367669225407"
"1487543316305","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.367669225407"
"1487543316305","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.376299831375"
"1487543316305","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.376299831375"
"1487543316305","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.367669225407"
"1487543316305","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.367669225407"
"1487543316305","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.376299831375"
"1487543316305","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.376299831375"
"1487543316402","/SmartDashboard/DriveTrain/Left Encoder Raw","-3127.0"
"1487543316403","/SmartDashboard/DriveTrain/Left Encoder Raw","-3127.0"
"1487543316403","/SmartDashboard/DriveTrain/Left Encoder Count","-781.0"
"1487543316403","/SmartDashboard/DriveTrain/Left Encoder Count","-781.0"
"1487543316404","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.40354568896"
"1487543316404","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.40354568896"
"1487543316404","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.373198459138"
"1487543316404","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.373198459138"
"1487543316404","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.40354568896"
"1487543316404","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.40354568896"
"1487543316404","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.373198459138"
"1487543316404","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.373198459138"
"1487543316503","/SmartDashboard/DriveTrain/Left Encoder Raw","-3408.0"
"1487543316504","/SmartDashboard/DriveTrain/Left Encoder Raw","-3408.0"
"1487543316505","/SmartDashboard/DriveTrain/Left Encoder Count","-852.0"
"1487543316505","/SmartDashboard/DriveTrain/Left Encoder Count","-852.0"
"1487543316505","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.439809308595"
"1487543316505","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.439809308595"
"1487543316505","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.363616460874"
"1487543316505","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.363616460874"
"1487543316505","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.439938360622"
"1487543316505","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.439938360622"
"1487543316505","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.376931806265"
"1487543316505","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.376931806265"
"1487543316604","/SmartDashboard/DriveTrain/Left Encoder Raw","-3691.0"
"1487543316604","/SmartDashboard/DriveTrain/Left Encoder Raw","-3691.0"
"1487543316604","/SmartDashboard/DriveTrain/Left Encoder Count","-922.0"
"1487543316604","/SmartDashboard/DriveTrain/Left Encoder Count","-922.0"
"1487543316605","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.476331032284"
"1487543316605","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.476331032284"
"1487543316605","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.37029382639"
"1487543316605","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.37029382639"
"1487543316605","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.476331032284"
"1487543316605","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.476331032284"
"1487543316605","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.37029382639"
"1487543316605","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.37029382639"
"1487543316703","/SmartDashboard/DriveTrain/Left Encoder Raw","-3969.0"
"1487543316703","/SmartDashboard/DriveTrain/Left Encoder Raw","-3969.0"
"1487543316704","/SmartDashboard/DriveTrain/Left Encoder Count","-992.0"
"1487543316704","/SmartDashboard/DriveTrain/Left Encoder Count","-992.0"
"1487543316704","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.512207495837"
"1487543316704","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.512207495837"
"1487543316704","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.376918045109"
"1487543316704","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.376918045109"
"1487543316705","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.512207495837"
"1487543316705","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.512207495837"
"1487543316705","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.376918045109"
"1487543316705","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.376918045109"
"1487543316804","/SmartDashboard/DriveTrain/Left Encoder Raw","-4253.0"
"1487543316804","/SmartDashboard/DriveTrain/Left Encoder Raw","-4253.0"
"1487543316805","/SmartDashboard/DriveTrain/Left Encoder Count","-1063.0"
"1487543316805","/SmartDashboard/DriveTrain/Left Encoder Count","-1063.0"
"1487543316805","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.548858271554"
"1487543316805","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.548858271554"
"1487543316806","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361389042761"
"1487543316806","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361389042761"
"1487543316806","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.548858271554"
"1487543316806","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.548858271554"
"1487543316806","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361389042761"
"1487543316806","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361389042761"
"1487543316904","/SmartDashboard/DriveTrain/Left Encoder Raw","-4535.0"
"1487543316904","/SmartDashboard/DriveTrain/Left Encoder Raw","-4535.0"
"1487543316905","/SmartDashboard/DriveTrain/Left Encoder Count","-1133.0"
"1487543316905","/SmartDashboard/DriveTrain/Left Encoder Count","-1133.0"
"1487543316905","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.585250943215"
"1487543316905","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.585250943215"
"1487543316906","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.366273891283"
"1487543316906","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.366273891283"
"1487543316906","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.585250943215"
"1487543316906","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.585250943215"
"1487543316906","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.366273891283"
"1487543316906","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.366273891283"
"1487543317004","/SmartDashboard/DriveTrain/Left Encoder Raw","-4816.0"
"1487543317004","/SmartDashboard/DriveTrain/Left Encoder Raw","-4816.0"
"1487543317005","/SmartDashboard/DriveTrain/Left Encoder Count","-1204.0"
"1487543317005","/SmartDashboard/DriveTrain/Left Encoder Count","-1204.0"
"1487543317005","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.621643614877"
"1487543317005","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.621643614877"
"1487543317005","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360871130539"
"1487543317005","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360871130539"
"1487543317005","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.621643614877"
"1487543317005","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.621643614877"
"1487543317005","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360871130539"
"1487543317005","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360871130539"
"1487543317104","/SmartDashboard/DriveTrain/Left Encoder Raw","-5099.0"
"1487543317105","/SmartDashboard/DriveTrain/Left Encoder Raw","-5099.0"
"1487543317105","/SmartDashboard/DriveTrain/Left Encoder Count","-1274.0"
"1487543317105","/SmartDashboard/DriveTrain/Left Encoder Count","-1274.0"
"1487543317105","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.658165338566"
"1487543317106","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.658165338566"
"1487543317106","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.362073443698"
"1487543317106","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.362073443698"
"1487543317106","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.658165338566"
"1487543317106","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.658165338566"
"1487543317106","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.362073443698"
"1487543317106","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.362073443698"
"1487543317203","/SmartDashboard/DriveTrain/Left Encoder Raw","-5381.0"
"1487543317204","/SmartDashboard/DriveTrain/Left Encoder Raw","-5381.0"
"1487543317204","/SmartDashboard/DriveTrain/Left Encoder Count","-1345.0"
"1487543317204","/SmartDashboard/DriveTrain/Left Encoder Count","-1345.0"
"1487543317204","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.694428958201"
"1487543317204","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.694428958201"
"1487543317205","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361933818531"
"1487543317205","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361933818531"
"1487543317205","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.694428958201"
"1487543317205","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.694428958201"
"1487543317205","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361933818531"
"1487543317205","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361933818531"
"1487543317304","/SmartDashboard/DriveTrain/Left Encoder Raw","-5661.0"
"1487543317304","/SmartDashboard/DriveTrain/Left Encoder Raw","-5661.0"
"1487543317305","/SmartDashboard/DriveTrain/Left Encoder Count","-1415.0"
"1487543317305","/SmartDashboard/DriveTrain/Left Encoder Count","-1415.0"
"1487543317305","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.730563525809"
"1487543317306","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.730563525809"
"1487543317306","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361883072438"
"1487543317306","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.361883072438"
"1487543317306","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.730563525809"
"1487543317306","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.730563525809"
"1487543317306","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361883072438"
"1487543317306","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.361883072438"
"1487543317403","/SmartDashboard/DriveTrain/Left Encoder Raw","-5943.0"
"1487543317403","/SmartDashboard/DriveTrain/Left Encoder Raw","-5943.0"
"1487543317403","/SmartDashboard/DriveTrain/Left Encoder Count","-1485.0"
"1487543317403","/SmartDashboard/DriveTrain/Left Encoder Count","-1485.0"
"1487543317404","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.767085249498"
"1487543317404","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.767085249498"
"1487543317404","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360178697097"
"1487543317404","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.360178697097"
"1487543317404","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.767085249498"
"1487543317404","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.767085249498"
"1487543317404","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360178697097"
"1487543317404","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.360178697097"
"1487543317504","/SmartDashboard/DriveTrain/Left Encoder Raw","-6225.0"
"1487543317504","/SmartDashboard/DriveTrain/Left Encoder Raw","-6225.0"
"1487543317505","/SmartDashboard/DriveTrain/Left Encoder Count","-1556.0"
"1487543317505","/SmartDashboard/DriveTrain/Left Encoder Count","-1556.0"
"1487543317506","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.803348869133"
"1487543317506","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.803348869133"
"1487543317506","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.354635963644"
"1487543317506","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.354635963644"
"1487543317506","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.80347792116"
"1487543317507","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.80347792116"
"1487543317507","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.354635963644"
"1487543317507","/SmartDashboard/DriveTrain/DifferenceOfEncodersRate:","0.354635963644"
"1487543317604","/SmartDashboard/DriveTrain/Left Encoder Raw","-6509.0"
"1487543317605","/SmartDashboard/DriveTrain/Left Encoder Raw","-6509.0"
"1487543317605","/SmartDashboard/DriveTrain/Left Encoder Count","-1627.0"
"1487543317605","/SmartDashboard/DriveTrain/Left Encoder Count","-1627.0"
"1487543317605","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.840128696876"
"1487543317606","/SmartDashboard/DriveTrain/Left Encoder Distance","-0.840128696876"
"1487543317606","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.356472694344"
